a_id,user_id,post_id,post_text,annotation_date,result,issue,comments
1670,3,883_base_model_616,Need to enact term limits of no longer than two terms in both House and Senate.,2025-12-28 20:16:53.432066,"{'post_id': '883_base_model_616', 'comments': '', 'post_text': 'Need to enact term limits of no longer than two terms in both House and Senate.', 'post_issue': 'Patriot act was passed unread, is anyone in congress of usa worth his or her salary ?:', 'otherErrorQuestion1': 'other3', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'We need to', 'post_inappropriate_part': 'Need to'}","Patriot act was passed unread, is anyone in congress of usa worth his or her salary ?:",
1671,3,1285_50a_50ss_444,Some people say God is against porn.,2025-12-28 20:17:05.239186,"{'post_id': '1285_50a_50ss_444', 'comments': '', 'post_text': 'Some people say God is against porn.', 'post_issue': 'Is porn wrong:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'pornography, as it is prohibited in the Bible', 'post_inappropriate_part': 'porn'}",Is porn wrong:,
1672,3,1977_50a_50ss_610,"besides, cigarette industry deserves to crash.",2025-12-28 20:17:17.716204,"{'post_id': '1977_50a_50ss_610', 'comments': '', 'post_text': 'besides, cigarette industry deserves to crash.', 'post_issue': 'Will cigarettes finally become illegal?:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'be regulated in a way that would help save lives', 'post_inappropriate_part': 'crash'}",Will cigarettes finally become illegal?:,
1674,3,8_base_model_7,I thick that book are better than TV is it is better i can put you in a whole norther wold,2025-12-28 20:18:04.626579,"{'post_id': '8_base_model_7', 'comments': '', 'post_text': 'I thick that book are better than TV is it is better i can put you in a whole norther wold', 'post_issue': 'Tv is better than books:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'immerse yourself in a northern world', 'post_inappropriate_part': 'i can put you in a whole norther wold'}",Tv is better than books:,
1675,3,417_base_model_283,"Just like the rest of us (including, no doubt, you), many of their opinions are a mix of other peoples opinions.",2025-12-28 20:18:15.144783,"{'post_id': '417_base_model_283', 'comments': '', 'post_text': 'Just like the rest of us (including, no doubt, you), many of their opinions are a mix of other peoples opinions.', 'post_issue': 'Hypocrites?:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other9', 'otherErrorQuestion3': 'other14', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'Like the rest of us,', 'post_inappropriate_part': 'Just like the rest of us (including, no doubt, you),'}",Hypocrites?:,
1677,3,1977_v11_only_lm_1492,i would love to see that day.,2025-12-28 20:18:42.677461,"{'post_id': '1977_v11_only_lm_1492', 'comments': '', 'post_text': 'i would love to see that day.', 'post_issue': 'Will cigarettes finally become illegal?:', 'otherErrorQuestion1': 'other3', 'otherErrorQuestion2': 'other9', 'otherErrorQuestion3': 'other14', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'I would love to see that day become a reality.', 'post_inappropriate_part': 'i would love to see that day'}",Will cigarettes finally become illegal?:,
1680,3,1085_base_model_816,"It is clear that he understands that he is taking hits by being compared to Bush's Katrina as far as this oil spill goes and understands the Sestak issue will have to be dealt with, whereas before, I don't think he or anyone else took it very seriously.",2025-12-28 20:19:14.052863,"{'post_id': '1085_base_model_816', 'comments': '', 'post_text': ""It is clear that he understands that he is taking hits by being compared to Bush's Katrina as far as this oil spill goes and understands the Sestak issue will have to be dealt with, whereas before, I don't think he or anyone else took it very seriously."", 'post_issue': 'Is obama a good president?   stance: no! get him out of office.:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'which he now acknowledges as serious concerns', 'post_inappropriate_part': ""whereas before, I don't think he or anyone else took it very seriously""}",Is obama a good president?   stance: no! get him out of office.:,
1681,3,1655_base_model_1218,people are screaming about an illegal war can not remember president Clinton asking congress for any wars he got us in.,2025-12-28 20:19:26.596765,"{'post_id': '1655_base_model_1218', 'comments': '', 'post_text': 'people are screaming about an illegal war can not remember president Clinton asking congress for any wars he got us in.', 'post_issue': 'Was it legal when clinton spied on americans?:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'President Clinton asking Congress', 'post_inappropriate_part': 'president Clinton asking congress'}",Was it legal when clinton spied on americans?:,
1753,3,762_base_model_547,F**k zoos.,2025-12-29 17:25:55.335916,"{'post_id': '762_base_model_547', 'comments': '', 'post_text': 'F**k zoos.', 'post_issue': ""Should zoo's be made illegal?   stance: yes:"", 'otherErrorQuestion1': 'other3', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'I strongly dislike zoos', 'post_inappropriate_part': 'F**k zoos'}",Should zoo's be made illegal?   stance: yes:,
1682,3,566_50a_50ss_181,They weren't exactly hating the people.,2025-12-28 20:19:42.589028,"{'post_id': '566_50a_50ss_181', 'comments': '', 'post_text': ""They weren't exactly hating the people."", 'post_issue': 'Why did the nazis hate the jews so much as to gas them?:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other8', 'otherErrorQuestion3': 'other13', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'Regardless, the treatment of the people was awful', 'post_inappropriate_part': ""They weren't exactly hating the people""}",Why did the nazis hate the jews so much as to gas them?:,
1683,3,954_50a_50ss_318,"Nah, they can't even organize their damned streets!",2025-12-28 20:19:53.125297,"{'post_id': '954_50a_50ss_318', 'comments': '', 'post_text': ""Nah, they can't even organize their damned streets!"", 'post_issue': 'India has the potential to lead the world:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'own cultures and celebrations', 'post_inappropriate_part': 'damned streets'}",India has the potential to lead the world:,
1684,3,1909_50a_50ss_587,This is a rather simple choice for me.,2025-12-28 20:20:01.905414,"{'post_id': '1909_50a_50ss_587', 'comments': '', 'post_text': 'This is a rather simple choice for me.', 'post_issue': 'Pro choice vs pro life:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'personal', 'post_inappropriate_part': 'rather simple'}",Pro choice vs pro life:,
1685,3,289_50a_50ss_96,"It's not the *best* beer, mind you.",2025-12-28 20:20:21.101895,"{'post_id': '289_50a_50ss_96', 'comments': '', 'post_text': ""It's not the *best* beer, mind you."", 'post_issue': ""Cmv: i think yuengling is the best beer to get if you are having a party and don't know what beers people like.:"", 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other8', 'otherErrorQuestion3': 'other13', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'Personally, I find it pretty good, but I prefer craft brews', 'post_inappropriate_part': ""It's not the *best* beer, mind you""}",Cmv: i think yuengling is the best beer to get if you are having a party and don't know what beers people like.:,
1686,3,330_v11_only_lm_242,"That's your best argument - ""Because they don't"" ?",2025-12-28 20:20:52.043116,"{'post_id': '330_v11_only_lm_242', 'comments': '', 'post_text': 'That\'s your best argument - ""Because they don\'t"" ?', 'post_issue': 'Evolution vs creation:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other9', 'otherErrorQuestion3': 'other14', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': ""That's your best argument: '"", 'post_inappropriate_part': ""That's your best argument -""}",Evolution vs creation:,
1687,3,2062_50a_50ss_642,is it then pro-life to have an abortion?,2025-12-28 20:21:03.402283,"{'post_id': '2062_50a_50ss_642', 'comments': '', 'post_text': 'is it then pro-life to have an abortion?', 'post_issue': 'Pro choice vs pro life:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other9', 'otherErrorQuestion3': 'other14', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'In this situation, is it best', 'post_inappropriate_part': 'is it then pro-life'}",Pro choice vs pro life:,
1688,3,1479_base_model_1104,"The purpose of this restriction is to cut down on the amount of dumb jokes, so we can keep the quality of debate and discourse as high as possible.",2025-12-28 20:21:21.881752,"{'post_id': '1479_base_model_1104', 'comments': '', 'post_text': 'The purpose of this restriction is to cut down on the amount of dumb jokes, so we can keep the quality of debate and discourse as high as possible.', 'post_issue': 'Should physical education be mandatory in schools:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'allowing us to maintain', 'post_inappropriate_part': 'so we can keep'}",Should physical education be mandatory in schools:,
1689,3,1479_base_model_1101,The minimum length for an argument is 50 characters.,2025-12-28 20:21:35.737283,"{'post_id': '1479_base_model_1101', 'comments': '', 'post_text': 'The minimum length for an argument is 50 characters.', 'post_issue': 'Should physical education be mandatory in schools:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'at least 50 characters', 'post_inappropriate_part': '50 characters'}",Should physical education be mandatory in schools:,
1691,3,1155_v11_only_lm_959,i remember the only country by whose fear alexander's army was afraid it was INDIA after just sixty years of independence INDIA is looked as the country to become the sixth member of security council of UN and it is also the country with a great development rate,2025-12-28 20:22:00.358336,"{'post_id': '1155_v11_only_lm_959', 'comments': '', 'post_text': ""i remember the only country by whose fear alexander's army was afraid it was INDIA after just sixty years of independence INDIA is looked as the country to become the sixth member of security council of UN and it is also the country with a great development rate"", 'post_issue': 'India has the potential to lead the world:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'I remember the only country whose fear', 'post_inappropriate_part': 'i remember the only country by whose fear'}",India has the potential to lead the world:,
1692,3,1574_50a_50ss_497,All TV shows are written down as scripts (a form of book) first...,2025-12-28 20:22:22.047140,"{'post_id': '1574_50a_50ss_497', 'comments': '', 'post_text': 'All TV shows are written down as scripts (a form of book) first...', 'post_issue': 'Tv is better than books:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other8', 'otherErrorQuestion3': 'other13', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'first, which is the same process used for a screenplay', 'post_inappropriate_part': '(a form of book) first..'}",Tv is better than books:,
1695,3,0_v11_only_lm_1,students should wear what they like and feel free about their clothes,2025-12-28 20:23:17.830341,"{'post_id': '0_v11_only_lm_1', 'comments': '', 'post_text': 'students should wear what they like and feel free about their clothes', 'post_issue': 'Is the school uniform a good or bad idea:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'Students should be allowed to wear what makes them feel comfortable and confident', 'post_inappropriate_part': 'students should wear what they like'}",Is the school uniform a good or bad idea:,
1718,3,788_base_model_575,FF sticks to world wide web consortiums standards much closer than IE ever did or will.,2025-12-29 17:14:13.161914,"{'post_id': '788_base_model_575', 'comments': '', 'post_text': 'FF sticks to world wide web consortiums standards much closer than IE ever did or will.', 'post_issue': 'Firefox vs internet explorer:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other9', 'otherErrorQuestion3': 'other14', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'IE does.', 'post_inappropriate_part': 'IE ever did or will.'}",Firefox vs internet explorer:,
1690,3,280_50a_50ss_89,"However, the annexation of a portion of Germany is arguably more morally justifiable than basically conquering Palestine because of a religion-based claim.",2025-12-28 20:21:46.712633,"{'post_id': '280_50a_50ss_89', 'comments': '', 'post_text': 'However, the annexation of a portion of Germany is arguably more morally justifiable than basically conquering Palestine because of a religion-based claim.', 'post_issue': 'Cmv: israel should have been established within the borders of germany as an independent state following the second world war.:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other9', 'otherErrorQuestion3': 'other14', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'due to', 'post_inappropriate_part': 'because of'}",Cmv: israel should have been established within the borders of germany as an independent state following the second world war.:,
1693,3,2062_50a_50ss_641,"I dont want to say i officially have a position, but i want someone on the other side to answer this because i honestly just dont know: if a 14 year old is raped (which, we have established, happens), and she then gets pregnant, but because she is 14, she will die if she has the baby, what is the pro life decision?",2025-12-28 20:22:32.812335,"{'post_id': '2062_50a_50ss_641', 'comments': '', 'post_text': 'I dont want to say i officially have a position, but i want someone on the other side to answer this because i honestly just dont know: if a 14 year old is raped (which, we have established, happens), and she then gets pregnant, but because she is 14, she will die if she has the baby, what is the pro life decision?', 'post_issue': 'Pro choice vs pro life:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'pro-life', 'post_inappropriate_part': 'pro life'}",Pro choice vs pro life:,
1694,3,256_v11_only_lm_173,The crayola chart really is only needed by state and local governments as it advises if they need more resources for that particular time frame.,2025-12-28 20:23:07.991714,"{'post_id': '256_v11_only_lm_173', 'comments': '', 'post_text': 'The crayola chart really is only needed by state and local governments as it advises if they need more resources for that particular time frame.', 'post_issue': 'Why do people still stand behind gw?:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'The color-coded threat level system is primarily used by state and local governments', 'post_inappropriate_part': 'The crayola chart really is only needed by state and local governments'}",Why do people still stand behind gw?:,
1696,3,303_50a_50ss_104,"To utter that sentence - or even contemplate it - applies existence to something that is ""nothing.""",2025-12-28 20:23:30.277599,"{'post_id': '303_50a_50ss_104', 'comments': '', 'post_text': 'To utter that sentence - or even contemplate it - applies existence to something that is ""nothing.""', 'post_issue': 'Nothing exists   stance: nothing exists:', 'otherErrorQuestion1': 'other3', 'otherErrorQuestion2': 'other9', 'otherErrorQuestion3': 'other14', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'implies that something does exist, which is logically impossible.', 'post_inappropriate_part': 'applies existence to something that is ""nothing.""'}",Nothing exists   stance: nothing exists:,
1700,3,989_base_model_712,but I don't find it very clear.,2025-12-28 20:24:39.613459,"{'post_id': '989_base_model_712', 'comments': '', 'post_text': ""but I don't find it very clear."", 'post_issue': 'Gay marriage right or wrong:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other13', 'otherErrorQuestion4': 'other18', 'post_rewritten_part': 'However, I find the clarity of this website lacking.', 'post_inappropriate_part': ""but I don't find it very clear.""}",Gay marriage right or wrong:,
1697,3,1025_50a_50ss_341,Whoever made the first 'response' is a prime example of how powerful propaganda is.,2025-12-28 20:23:51.276577,"{'post_id': '1025_50a_50ss_341', 'comments': '', 'post_text': ""Whoever made the first 'response' is a prime example of how powerful propaganda is."", 'post_issue': 'Do you think that the govenment should have the right to tell us what we can put into our bodies like marijuna:', 'otherErrorQuestion1': 'other3', 'otherErrorQuestion2': 'other6', 'otherErrorQuestion3': 'other13', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': ""I don't ever remember hearing of a VALID case that had anything to do with the use of marijuana and some of the substances the government provides are LESS harmful than marijuana - such as Tylenol or Excedrin - which can cause liver damage if taken in too high a dosage"", 'post_inappropriate_part': ""Whoever made the first 'response' is a prime example of how powerful propaganda is""}",Do you think that the govenment should have the right to tell us what we can put into our bodies like marijuna:,
1698,3,1592_base_model_1169,It looks like you are trying to steer the debate away from what it is because you cannot back up your claims.,2025-12-28 20:24:13.031092,"{'post_id': '1592_base_model_1169', 'comments': '', 'post_text': 'It looks like you are trying to steer the debate away from what it is because you cannot back up your claims.', 'post_issue': 'Evolution vs creation:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other8', 'otherErrorQuestion3': 'other14', 'otherErrorQuestion4': 'other18', 'post_rewritten_part': ""It appears you're trying to divert the conversation away from the topic at hand."", 'post_inappropriate_part': 'It looks like you are trying to steer the debate away from what it is because you cannot back up your claims.'}",Evolution vs creation:,
1699,3,1788_v11_only_lm_1385,"if the woman was raped, it most certainly is Not the baby's fault.",2025-12-28 20:24:22.658689,"{'post_id': '1788_v11_only_lm_1385', 'comments': '', 'post_text': ""if the woman was raped, it most certainly is Not the baby's fault."", 'post_issue': 'Pro choice vs pro life:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other9', 'otherErrorQuestion3': 'other14', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'If', 'post_inappropriate_part': 'if'}",Pro choice vs pro life:,
1701,3,1146_50a_50ss_394,Good idea for separate student from other people for at least increase garment job.,2025-12-29 10:38:45.081490,"{'post_id': '1146_50a_50ss_394', 'comments': '', 'post_text': 'Good idea for separate student from other people for at least increase garment job.', 'post_issue': 'Is the school uniform a good or bad idea:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other9', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'increased security jobs', 'post_inappropriate_part': 'at least increase garment job'}",Is the school uniform a good or bad idea:,
1702,3,888_v11_only_lm_687,"To live you obey them, if not you could very well end up dead.",2025-12-29 10:39:03.372700,"{'post_id': '888_v11_only_lm_687', 'comments': '', 'post_text': 'To live you obey them, if not you could very well end up dead.', 'post_issue': 'Do prisions create a criminal personality?:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'you must obey them, and if not, you could very well end up dead', 'post_inappropriate_part': 'you obey them, if not you could very well end up dead'}",Do prisions create a criminal personality?:,
1703,3,1146_50a_50ss_398,For harmonious with civil and easy to attack enemy.,2025-12-29 10:39:25.416690,"{'post_id': '1146_50a_50ss_398', 'comments': '', 'post_text': 'For harmonious with civil and easy to attack enemy.', 'post_issue': 'Is the school uniform a good or bad idea:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other9', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'better chances of avoiding enemy attacks if the military uniform is separate from civilian clothes', 'post_inappropriate_part': 'harmonious with civil and easy to attack enemy'}",Is the school uniform a good or bad idea:,
1704,3,306_v11_only_lm_231,"I think if the government wanted him dead, they would have offed him WAY before when he was actually inventing things which could possibly be related to weapons.",2025-12-29 10:40:02.080384,"{'post_id': '306_v11_only_lm_231', 'comments': '', 'post_text': 'I think if the government wanted him dead, they would have offed him WAY before when he was actually inventing things which could possibly be related to weapons.', 'post_issue': 'What killed nikola tesla   stance: natural causes:', 'otherErrorQuestion1': 'other3', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other12', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'if the government wanted him dead,', 'post_inappropriate_part': 'if the government wanted him dead'}",What killed nikola tesla   stance: natural causes:,
1705,3,2156_v11_only_lm_1624,Gove was an absolute blight on education and now we have this woman whose previous title is minister of women and equality but who also voted against gay marriage.,2025-12-29 10:40:18.821933,"{'post_id': '2156_v11_only_lm_1624', 'comments': '', 'post_text': 'Gove was an absolute blight on education and now we have this woman whose previous title is minister of women and equality but who also voted against gay marriage.', 'post_issue': 'Cmv: nicky morgan, the new education secretary, is just as awful as gove.:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'a significant negative influence on education', 'post_inappropriate_part': 'an absolute blight on education'}","Cmv: nicky morgan, the new education secretary, is just as awful as gove.:",
1706,3,1677_base_model_1240,what's the big deal?,2025-12-29 10:40:28.094876,"{'post_id': '1677_base_model_1240', 'comments': '', 'post_text': ""what's the big deal?"", 'post_issue': 'Your views on same sex marriage...?:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': ""What's the big deal?"", 'post_inappropriate_part': ""what's the big deal?""}",Your views on same sex marriage...?:,
1707,3,1285_v11_only_lm_1065,But we won't know that because the bible does not mench porn because it did not exist during biblical times.,2025-12-29 10:40:38.362194,"{'post_id': '1285_v11_only_lm_1065', 'comments': '', 'post_text': ""But we won't know that because the bible does not mench porn because it did not exist during biblical times."", 'post_issue': 'Is porn wrong:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'the Bible', 'post_inappropriate_part': 'the bible'}",Is porn wrong:,
1739,3,2062_v11_only_lm_1556,is it then pro-life to have an abortion?,2025-12-29 17:22:17.317183,"{'post_id': '2062_v11_only_lm_1556', 'comments': '', 'post_text': 'is it then pro-life to have an abortion?', 'post_issue': 'Pro choice vs pro life:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'Is it then pro-life to have an abortion?', 'post_inappropriate_part': 'is it then pro-life to have an abortion?'}",Pro choice vs pro life:,
1709,3,774_v11_only_lm_597,"(The preceding is not my opinion, but instead my rather cynical interpretation of modern society)",2025-12-29 10:41:22.047320,"{'post_id': '774_v11_only_lm_597', 'comments': '', 'post_text': '(The preceding is not my opinion, but instead my rather cynical interpretation of modern society)', 'post_issue': 'Do lesbians have it easier than gay men??   stance: lesbians are more socially accepted by straight people:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other13', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': '(This is not my opinion, but rather my interpretation of modern society)', 'post_inappropriate_part': '(The preceding is not my opinion, but instead my rather cynical interpretation of modern society)'}",Do lesbians have it easier than gay men??   stance: lesbians are more socially accepted by straight people:,
1710,3,2120_50a_50ss_653,"sorry, but, no; i don't think there will be laws protecting white men.",2025-12-29 10:41:47.414858,"{'post_id': '2120_50a_50ss_653', 'comments': '', 'post_text': ""sorry, but, no; i don't think there will be laws protecting white men."", 'post_issue': 'Employment law?:', 'otherErrorQuestion1': 'other3', 'otherErrorQuestion2': 'other7', 'otherErrorQuestion3': 'other13', 'otherErrorQuestion4': 'other18', 'post_rewritten_part': 'If you do the job well, regardless of your gender, you should get paid the same', 'post_inappropriate_part': ""sorry, but, no; i don't think there will be laws protecting white men""}",Employment law?:,
1711,3,573_50a_50ss_182,"However, I think the bigger problem is finding out who leaks this information, there are a lot of Clinton era hold-overs.",2025-12-29 10:42:10.077716,"{'post_id': '573_50a_50ss_182', 'comments': '', 'post_text': 'However, I think the bigger problem is finding out who leaks this information, there are a lot of Clinton era hold-overs.', 'post_issue': 'Should newspapers that work against our war effort be tolerated?:', 'otherErrorQuestion1': 'other3', 'otherErrorQuestion2': 'other9', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': ""as it can potentially harm our troops' safety on the ground"", 'post_inappropriate_part': 'there are a lot of Clinton era hold-overs'}",Should newspapers that work against our war effort be tolerated?:,
1712,3,66_base_model_61,"I am Pro-Life, Here is a question for anyone who is Pro-Choice: Is the baby in the mother's stomach living and if not how do you know?",2025-12-29 10:42:35.055179,"{'post_id': '66_base_model_61', 'comments': '', 'post_text': ""I am Pro-Life, Here is a question for anyone who is Pro-Choice: Is the baby in the mother's stomach living and if not how do you know?"", 'post_issue': 'Pro choice vs pro life:', 'otherErrorQuestion1': 'other3', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other13', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': ""Here's a question for those who are pro-choice"", 'post_inappropriate_part': 'Here is a question for anyone who is Pro-Choice'}",Pro choice vs pro life:,
1713,3,303_base_model_208,"To utter that sentence - or even contemplate it - applies existence to something that is ""nothing.""",2025-12-29 10:42:57.965680,"{'post_id': '303_base_model_208', 'comments': '', 'post_text': 'To utter that sentence - or even contemplate it - applies existence to something that is ""nothing.""', 'post_issue': 'Nothing exists   stance: nothing exists:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'Uttering that sentence or contemplating it', 'post_inappropriate_part': 'To utter that sentence - or even contemplate it -'}",Nothing exists   stance: nothing exists:,
1714,3,1677_50a_50ss_529,There are religions where a man can have many wives; do you hear anyone complaining?,2025-12-29 17:13:23.823350,"{'post_id': '1677_50a_50ss_529', 'comments': '', 'post_text': 'There are religions where a man can have many wives; do you hear anyone complaining?', 'post_issue': 'Your views on same sex marriage...?:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other7', 'otherErrorQuestion3': 'other13', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'In many religious ceremonies, atheists are not allowed to get married.', 'post_inappropriate_part': 'There are religions where a man can have many wives; do you hear anyone complaining?'}",Your views on same sex marriage...?:,
1715,3,457_50a_50ss_148,"On the other hand going back over 5,000 years marihuana's active ingredient THC has been used fro many health beneifits, moroever the stalk, leaves and seeds have been used to manufacture rope, canvas, clothings and other materials as well....",2025-12-29 17:13:38.586973,"{'post_id': '457_50a_50ss_148', 'comments': '', 'post_text': ""On the other hand going back over 5,000 years marihuana's active ingredient THC has been used fro many health beneifits, moroever the stalk, leaves and seeds have been used to manufacture rope, canvas, clothings and other materials as well...."", 'post_issue': 'Marijuana v.s. coffee (healthier?)   stance: marijuana has more medical benefits:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'for many health benefits, as its active ingredient THC has been used for thousands of years for various health benefits', 'post_inappropriate_part': 'fro many health beneifits, moroever the stalk, leaves and seeds have been used to manufacture rope, canvas, clothings and other materials as well...'}",Marijuana v.s. coffee (healthier?)   stance: marijuana has more medical benefits:,
1716,3,705_v11_only_lm_508,"The deal is: ""Freedom of speech goes both ways"" People not only have a right to say pretty much what they want, other people have a right to object, argue & even ask for an apology.",2025-12-29 17:13:47.532522,"{'post_id': '705_v11_only_lm_508', 'comments': '', 'post_text': 'The deal is: ""Freedom of speech goes both ways"" People not only have a right to say pretty much what they want, other people have a right to object, argue & even ask for an apology.', 'post_issue': 'So much for the first amendment!!!?:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': ""The deal is: '"", 'post_inappropriate_part': 'The deal is: ""'}",So much for the first amendment!!!?:,
1717,3,435_base_model_302,Anti pouching initiative is hypocrisy in itself.,2025-12-29 17:14:01.445067,"{'post_id': '435_base_model_302', 'comments': '', 'post_text': 'Anti pouching initiative is hypocrisy in itself.', 'post_issue': 'Cmv: poaching and hunting are the same thing, and hunting is no more ecologically friendly than poaching:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'Anti-poaching', 'post_inappropriate_part': 'Anti pouching'}","Cmv: poaching and hunting are the same thing, and hunting is no more ecologically friendly than poaching:",
