id,source,inappropriate_part,rewritten_part,issue,batch
916_base_model_661,i think black ppl give more of a bad name!...only bcuz more then half of all jails are black ppl and u barely c white people on tv when anything bad happins!,barely c,barely see,"Who gives society a bad name,,,black people or white people?   stance: black:",1
1349_base_model_1037,Freedom of the press means you can publish what you want.,Freedom of the press means you can publish what you want.,Freedom of the press allows you to publish what you want.,Do you believe that news reporters should go to jail for what they write?:,1
1677_base_model_1240,what's the big deal?,what's the big deal?,What's the big deal?,Your views on same sex marriage...?:,1
371_base_model_244,this is my big problem with christianity: why is it about belief.,why is it about belief.,its focus on belief.,Christianity or atheism:,1
525_base_model_373,"meaning, you cant prove something is not there,which already is not there.",you cant,You can't,Christianity or atheism:,1
1997_base_model_1408,Not only this but anything 'intrinsic' to that person is more to do with an environment which is outside of their control than something they choose or even genetics.,anything 'intrinsic' to that person,anything 'intrinsic' to a person,Cmv: a person becomes homeless because they live in a society that creates homelessness and not because of anything intrinsic to that person:,1
387_base_model_258,Some Straight couples just get married for the benefit of getting kids.,Some Straight couples just get married for the benefit of getting kids.,Some straight couples get married for the benefit of having children.,Gay marriage right or wrong:,1
1865_base_model_1326,"By choosing where our taxes go, the government can determine which organizations/groups are most important to a certain precinct.",the government can determine which organizations/groups,the government can determine which organizations and groups,We should choose where our taxes go   stance: i agree:,1
1879_base_model_1340,Every teenager is sensible so the poor students can feel inferior.,Every teenager is sensible so the poor students can feel inferior.,"Most teenagers are sensible, but the poor students may still feel inferior.",Is the school uniform a good or bad idea:,1
417_base_model_283,"Just like the rest of us (including, no doubt, you), many of their opinions are a mix of other peoples opinions.","Just like the rest of us (including, no doubt, you),","Like the rest of us,",Hypocrites?:,1
916_base_model_670,u mostly see rappers who r black go to jail for some stupid stuff and u nevr c any country singers that r white go anywhere bad!..im not sayin white ppl arent bad to cuz there are things that go on with them to but its all mostly black ppl!!...,im not sayin,I'm not saying,"Who gives society a bad name,,,black people or white people?   stance: black:",1
54_base_model_38,only darkness everyday.,darkness everyday,Every day would be dark,Ban plastic water bottles:,1
417_base_model_285,The result is an inconsistent view (also note opinions on the death penalty).,The result is an inconsistent view (also note opinions on the death penalty).,"The result is an inconsistent view, also reflected in their opinions on the death penalty.",Hypocrites?:,1
1656_base_model_1224,"the whole town knows it, the lawyers, the cops, etc.","the whole town knows it, the lawyers, the cops, etc.","The whole town is aware of the situation, including lawyers, police officers, and others.","In the usa, are judges too powerful?:",1
735_base_model_526,"Last, but not without importance was the Bush claim for America's and her allies to Iraq!",Bush claim,Bush administration's claim,"All rise! i would never honor any earthly man, especially the crooked, hacks that we have as judges.?:",1
1788_base_model_1299,"the woman with the baby whoever they are should speak For the baby, and know that the baby would want to live.","the woman with the baby whoever they are should speak For the baby, and know that the baby would want to live.",The woman carrying the baby should speak for the baby and know that the baby would want to live.,Pro choice vs pro life:,1
916_base_model_668,u mostly see rappers who r black go to jail for some stupid stuff and u nevr c any country singers that r white go anywhere bad!..im not sayin white ppl arent bad to cuz there are things that go on with them to but its all mostly black ppl!!...,any country singers that r white,white country singers,"Who gives society a bad name,,,black people or white people?   stance: black:",1
1865_base_model_1328,"That way, precious tax dollars don't end up in something that barely anyone in the area cares about, and more money goes towards things that are relevant to the people.",precious tax dollars don't,precious tax dollars won't,We should choose where our taxes go   stance: i agree:,1
1479_base_model_1104,"The purpose of this restriction is to cut down on the amount of dumb jokes, so we can keep the quality of debate and discourse as high as possible.",so we can keep,allowing us to maintain,Should physical education be mandatory in schools:,1
1655_base_model_1218,people are screaming about an illegal war can not remember president Clinton asking congress for any wars he got us in.,president Clinton asking congress,President Clinton asking Congress,Was it legal when clinton spied on americans?:,1
1997_base_model_1413,"Literally EVERY SINGLE choice you make, even subcobscious ones come together to create your destiny so the choices you do make as an adult are a product of how the world treats you as a child and the seemingly meaningless mundane choices we make decide through butterfly effect more than the ones that seem meaningful anyway.",", even subcobscious ones",", even subconscious ones",Cmv: a person becomes homeless because they live in a society that creates homelessness and not because of anything intrinsic to that person:,1
564_base_model_394,It is only natural that courts that have the accused before them who face trial elsewhere are going to want to be pretty well convinced that there is a solid case to answer before they send them abroad.,before they send them abroad.,before sending someone abroad to face trial.,Is extradition fair?:,1
577_base_model_421,So each has it's pros and con's but I would have to recommend psyche ward over jail.,but I would have to recommend psyche ward over jail.,but I would recommend the psychiatric ward over jail.,What is the worst thing about being in jail?:,1
387_base_model_255,I'm an agnostic so in no way does my religion conflict with this matter.,I'm an agnostic so in no way does my religion conflict with this matter.,"As an agnostic, my religion does not conflict with this matter.",Gay marriage right or wrong:,1
1845_base_model_1309,"The latest front page post of the sticker that says ""Guns don't kill people, people with God kill people"" has led me to write this CMV.",front page post of the sticker,front page post with the sticker,"Cmv: i feel /r/atheism is more about embracing hatred towards religion, and less about embracing atheism:",1
1565_base_model_1153,The 3 stars is for the service.,The 3 stars is for the service.,The three stars are for the service.,"Business review: 3.0 stars
business name: original cuisine. city: mesa. categories: chinese, szechuan, restaurants:",1
256_base_model_162,They use the crayola chart to let people know the 'terror threat' yet they want people to live their lives and not let what happened on 9/11 to affect how we live.,yet they want people to live their lives and not let what happened on 9/11 to affect how we live,yet they want people to live their lives and not let what happened on 9/11 affect how we live,Why do people still stand behind gw?:,1
883_base_model_616,Need to enact term limits of no longer than two terms in both House and Senate.,Need to,We need to,"Patriot act was passed unread, is anyone in congress of usa worth his or her salary ?:",1
81_base_model_65,"That is the beauty of the USA, you have no health care.","That is the beauty of the USA,",That's the beauty of the USA: ,My brother is  @ a tx state prison he's broken his two front dentures and they do not want to fix them!?:,1
1025_base_model_776,Where is your logic guys?,Where is your logic guys?,Where is the logic in this argument?,Do you think that the govenment should have the right to tell us what we can put into our bodies like marijuna:,1
493_base_model_347,Could a unproven higher power have created a perfect world that appeared to have existed for more than 10 million years when really it is only 1 hundred thousand years old?,it is only 1 hundred thousand years old,"it is actually only 100,000 years old",Evolution vs creation:,1
457_base_model_311,No Contest!,No Contest!,No contest.,Marijuana v.s. coffee (healthier?)   stance: marijuana has more medical benefits:,1
1902_base_model_1347,How are we supposed to curb childhood obesity if we don't start at a young age?,curb childhood obesity,prevent childhood obesity,Should physical education be mandatory in schools:,1
1024_base_model_763,"Although the Gov. has a web site, and a magazine dedicated to this very issue!","Although the Gov. has a web site, and a magazine dedicated to this very issue!",The government has a website and a magazine dedicated to this issue.,Will someone from the washington post go to jail for treason?:,1
774_base_model_559,"Gay men are discriminated against because they have no honor: romantic interest in men is for women only, and when an man participates he is ""lowering himself"" to a women's level.",Gay men are discriminated against because they have no honor,Gay men are discriminated against because they are perceived as 'lowering themselves',Do lesbians have it easier than gay men??   stance: lesbians are more socially accepted by straight people:,1
705_base_model_481,"A conservative says something, a liberal objects, and conservatives either let it drop there or defend the original statement on its merit.",A conservative says something,When a conservative says something,So much for the first amendment!!!?:,1
1929_base_model_1354,It denies rational & impartial common sense.,denies,contradicts,Christianity or atheism:,1
1845_base_model_1317,"I feel /r/atheism is an extreme side of Atheism, and is as evil as an extreme religious sect.",and is as evil as,and it is as problematic as,"Cmv: i feel /r/atheism is more about embracing hatred towards religion, and less about embracing atheism:",1
513_base_model_361,I wouldn't care if I grew up and had lousy father even if he has no job or life and maybe even an alcohlic.,and maybe even an alcohlic,or had an alcohol problem,Is it better to have a lousy father or to be fatherless:,1
500_base_model_350,our kids are so out of shape for the most part and eat too much junk,and eat too much junk,and eat too much junk food,Should physical education be mandatory in schools:,1
54_base_model_36,there aint no sunshine without plastic water bottles.,there aint no,There is no,Ban plastic water bottles:,1
1462_base_model_1091,"If god loves everyone then y does he hate gays and the bible is just a book, have you ever wondered that the one cardinal who translated it changed some things to make ""god"" look good",If god,If God,Christianity or atheism:,1
435_base_model_302,Anti pouching initiative is hypocrisy in itself.,Anti pouching,Anti-poaching,"Cmv: poaching and hunting are the same thing, and hunting is no more ecologically friendly than poaching:",1
901_base_model_648,"If they receive amnesty, they would opt out of doing the dead end jobs they were paid peanuts to do. ""","If they receive amnesty, they would opt out of doing the dead end jobs they were paid peanuts to do","If they receive amnesty, they would likely opt out of doing the dead-end jobs they were paid low wages to do",Cmv:there are no rational arguments as to why undocumented people in the us should be given amnesty:,1
727_base_model_514,"The less lucky will become prisoners in the 600 or so concentration camps which have been built around the country, and are already manned and waiting for their presence.","The less lucky will become prisoners in the 600 or so concentration camps which have been built around the country, and are already manned and waiting for their presence.","The less fortunate will become prisoners in the 600 or so concentration camps that have been built around the country, and are already manned and waiting for their presence.",It's been proven 9/11 is an inside job.?:,1
666_base_model_444,"In the United States of America, pro-choice is the only constitutional way to go.",In the United States of America,In the United States,Pro choice vs pro life:,1
134_base_model_107,"I don't know where you live, but here in SoCal we have pizza delivery services availabe until 3am, plus i'd rather go to Del Taco anytime over Taco Smell or Taco Hell aka Taco Bell.",availabe,available,Which is a better pizza or taco bell   stance: pizza:,1
1741_base_model_1284,"India does not have the potential to lead the world because the country is full of corruption, corruption in politicians ,numerous religion, fight between various religions, and a lot more............................","corruption, corruption in politicians",corruption in politicians and institutions,India has the potential to lead the world:,1
1950_base_model_1369,Dosen't it say in the declaration of independence that we have the right to life liberty and the purist of happiness,it say,it says,Gay marriage right or wrong:,1
774_base_model_561,"(The preceding is not my opinion, but instead my rather cynical interpretation of modern society)","(The preceding is not my opinion, but instead my rather cynical interpretation of modern society)","This is not my opinion, but rather a cynical interpretation of modern society.",Do lesbians have it easier than gay men??   stance: lesbians are more socially accepted by straight people:,1
1372_base_model_1061,But tons of people who otherwise would never watch a match will tune in when they face each other.,But tons of people who otherwise would never watch a match will tune in when they face each other,"However, many people who wouldn't normally watch a match will tune in when these teams face each other",Cmv: the us' obsession with 'parity' in sports is misguided.:,1
1089_base_model_840,"I realize my post is not in a question format, but this is my opening statement in support of my vote/view on the question posed...The Torah/Law is forever!","I realize my post is not in a question format, but this is my opening statement in support of my vote/view on the question posed","I realize my post is not in a question format, but this is my opening statement in support of my view on the question posed",Is the law (torah) of god (yhwh) for today?   stance: that the law (torah) of god (yhwh) has not passed away and is for everyone who has their allegiance:,1
915_base_model_650,"But people free to their whims and desires are malicious, myopic, primitive, subject to vices, cannot be trusted, and must be kept in line, to a certain extent.",But people free to their whims and desires are,People who are free to act on their whims and desires are,Laissez faire ?   stance: no:,1
1513_base_model_1121,"well, you see people these days are to busy to see what is going on in the world.",to busy,too busy,Why do people not see that the us president is a criminal?:,1
1146_base_model_889,Why terrorist not use soldier uniform?,Why terrorist not use soldier uniform?,Why wouldn't terrorists use soldier uniforms?,Is the school uniform a good or bad idea:,1
735_base_model_523,"For example, whenever someone attacks another, in the last 16 centuries, they claim that god ordered them to do that!",in the last 16 centuries,throughout history,"All rise! i would never honor any earthly man, especially the crooked, hacks that we have as judges.?:",1
60_base_model_41,how can Indians say that india don not have the potential to lead the world???????????????,not have the potential to lead the world???????????????,have the potential to lead the world?,India has the potential to lead the world:,1
266_base_model_183,"I don't think that the social elite will go without fair trade or organic even though its riddled with GM, due to snobbery.",I don't think that the social elite will go without,I don't think the social elite will give up,Is fair trade real or just a gimmick to further differentiate products in saturated markets?:,1
577_base_model_414,I am not going to complain about the regular sex.,I am not going to complain about the regular sex.,I'm not going to complain about the regular sex.,What is the worst thing about being in jail?:,1
735_base_model_522,"For example, whenever someone attacks another, in the last 16 centuries, they claim that god ordered them to do that!",whenever someone attacks another,those who attack others,"All rise! i would never honor any earthly man, especially the crooked, hacks that we have as judges.?:",1
1016_base_model_725,"Honestly I believe that both are good there is no better in this arguement, because they both have that significance and they balance each other out.",Honestly I believe that both are good,Both personal pursuits and advancing the common good have value,Which type of endeavor is better a personal pursuit or advancing the common good:,1
163_base_model_124,"i love firefox and defended it, but what is odd is that this site is breaking in it.","love firefox and defended it,","I love Firefox and defend it,",Firefox vs internet explorer:,1
475_base_model_323,Anyone who says Firefox 2 has major memory leaks obviously hasn't actually used Firefox 2.,obviously hasn't actually used Firefox 2.,have likely not actually used Firefox 2.,Firefox vs internet explorer:,1
1610_base_model_1176,Gay marriage is wrong.,Gay marriage is wrong.,Some people may argue that gay marriage is wrong.,Gay marriage right or wrong:,1
1173_base_model_920,"I rather do something that is going to better my life, but every once in a while I do have my giving moments, so I guess it depends on how I am feeling.",so I guess it depends on how I am feeling,so it depends on my mood,Which type of endeavor is better a personal pursuit or advancing the common good:,1
1107_base_model_844,All we can say is a big IF because we are not yet 100% sure if this nation itself could lead the whole world.,if this nation itself could lead the whole world,to lead the world,India has the potential to lead the world:,1
1610_base_model_1178,How can human species survive if they are only attracted to their same sex?,How can human species survive,It's difficult to understand how human species could survive,Gay marriage right or wrong:,1
2012_base_model_1417,not even close.,not even close.,This comparison is far from accurate.,The life aquatic vs. the royal tenenbaums   stance: the royal tenenbaums:,1
493_base_model_346,Could a unproven higher power have created a perfect world that appeared to have existed for more than 10 million years when really it is only 1 hundred thousand years old?,when really,when it is actually,Evolution vs creation:,1
1314_base_model_1021,For a ideology to be better than any human must really piss off those that fall way short of it.,to be better than any human must really piss off those that fall way short of it,should be one that inspires people to strive for improvement.,Christianity or atheism:,1
746_base_model_540,How the hell is that entertaining.,How the hell,How,Cmv: nascar and formula 1 racing are not a sports.:,1
965_base_model_706,so the Gay coaches can see our private parts.,so the Gay coaches can see our private parts,This is unnecessary and uncomfortable.,Should physical education be mandatory in schools:,1
192_base_model_138,Whoever said porn degrades women is idiotic.,porn degrades women is idiotic,porn degrades women are misguided,Is porn wrong:,1
2153_base_model_1496,"But basically I was talking with my parents who are both vehemently religious and I made a realization that while religion does contribute to wars, the biggest problem that religion is that it prevents the spread of advancement in science, specifically in the fields of medicine, climate, and biology (with issues in climate change and evolution), and society, specifically with same-sex marriage, abortion, contraception, marijuana, et cetera.",But basically,"However, I realized that","Cmv: the biggest problem with religion isn't the amount of violence waged in its name, but the amount of advancement in science and society that is stifled because of what some believe.:",1
8_base_model_6,I thick that book are better than TV is it is better i can put you in a whole norther wold,it is better,because it allows you to immerse yourself in a northern world,Tv is better than books:,1
2054_base_model_1437,"IE is scum, stole the idea of tabbed browsing from all the other browsers, and you can't get extensions for it.",IE is scum,Internet Explorer is criticized for,Firefox vs internet explorer:,1
2128_base_model_1478,"You are better off not drinking or smoking, exercising 5 times a week, eating a balanced diet, chewing 15 times before swallowing your food, looking both ways before crossing the street, and not running with scissors.","You are better off not drinking or smoking, exercising 5 times a week, eating a balanced diet, chewing 15 times before swallowing your food, looking both ways before crossing the street, and not running with scissors.","It's better to follow these habits for your health and well-being, rather than being forced to do so by law.",Do you think that the government should be able to fine you for not wearing a seat belt?:,1
788_base_model_564,Who said anything about FF/mozilla having anything to do with steve jobs/apple?,Who said anything about,There's no connection between,Firefox vs internet explorer:,1
1262_base_model_982,"So if it goes on so then it is difficult or even impossible to say that ""INDIA WILL LEAD THE WORLD WHEN IT CANNOT LEAD ITSELF!!""","So if it goes on so then it is difficult or even impossible to say that ""INDIA WILL LEAD THE WORLD WHEN IT CANNOT LEAD ITSELF!!""","Therefore, it is unlikely that India will lead the world.",India has the potential to lead the world:,1
1592_base_model_1169,It looks like you are trying to steer the debate away from what it is because you cannot back up your claims.,It looks like you are trying to steer the debate away from what it is because you cannot back up your claims.,It appears you're trying to divert the conversation away from the topic at hand.,Evolution vs creation:,1
303_base_model_208,"To utter that sentence - or even contemplate it - applies existence to something that is ""nothing.""",To utter that sentence - or even contemplate it -,Uttering that sentence or contemplating it,Nothing exists   stance: nothing exists:,1
1146_base_model_888,For separate from civil.,For separate from civil.,School uniforms can serve as a way to distinguish students from civilians.,Is the school uniform a good or bad idea:,1
2153_base_model_1500,"But basically I was talking with my parents who are both vehemently religious and I made a realization that while religion does contribute to wars, the biggest problem that religion is that it prevents the spread of advancement in science, specifically in the fields of medicine, climate, and biology (with issues in climate change and evolution), and society, specifically with same-sex marriage, abortion, contraception, marijuana, et cetera.","that it prevents the spread of advancement in science, specifically in the fields of medicine, climate, and biology (with issues in climate change and evolution), and society, specifically with same-sex marriage, abortion, contraception, marijuana, et cetera.","in fields like medicine, climate, and biology, as well as societal advancements in areas such as same-sex marriage, abortion, contraception, and marijuana laws.","Cmv: the biggest problem with religion isn't the amount of violence waged in its name, but the amount of advancement in science and society that is stifled because of what some believe.:",1
513_base_model_365,"Having a father means alot especially if your boy because most fathers are friends to, so you can talk to them about guy problems and they would understand the situation and with just living with your mother you couldn't because she's a woman and her views are different then a guy.",so you can talk to them about guy problems and they would understand the situation,allowing for open discussions about guy problems and understanding,Is it better to have a lousy father or to be fatherless:,1
1077_base_model_807,"And the thousands of other grotesque nuances that cannot be translated well into media form, like the mental anguish, etc.","And the thousands of other grotesque nuances that cannot be translated well into media form, like the mental anguish, etc.","There are many other gruesome aspects of war that can't be fully conveyed through media, such as the mental anguish and trauma.",Is americas complacency about war because this generation hasn't had one on it's own shores?   stance: yes:,1
1977_base_model_1383,not teachers and medics and firefighters.,not teachers and medics and firefighters,"We should protect teachers, medics, and firefighters",Will cigarettes finally become illegal?:,1
1089_base_model_834,"Matthew 5:18: ""For verily I say unto you, Till heaven and earth pass, one jot or one tittle shall in no wise pass from the law, till all be fulfilled.""",till all be fulfilled,everything is fulfilled,Is the law (torah) of god (yhwh) for today?   stance: that the law (torah) of god (yhwh) has not passed away and is for everyone who has their allegiance:,1
1479_base_model_1105,"The purpose of this restriction is to cut down on the amount of dumb jokes, so we can keep the quality of debate and discourse as high as possible.",the quality of debate and discourse as high as possible,high-quality debate and discourse,Should physical education be mandatory in schools:,1
1142_base_model_879,"I don't want ot hear ""it's human nature to be selfish"" or any other lame excuse.",I don't want,I'd prefer not to,Which type of endeavor is better a personal pursuit or advancing the common good:,1
1401_base_model_1085,"I could bicker about the member who posted the debate on being illiterate...and rant on about how ridiculous it is to make such a remark...after all, how could posters be illiterate, if they read and write?","how could posters be illiterate, if they read and write?",considering they can read and write.,Is misspelling words really a huge problem?   stance: disagree:,1
1038_base_model_798,"It's not legal because it can't be regulated by the government, because it's generally regarded as a gateway drug (one that leads to other, more dangerous drug use), and because, since it hasn't always been legal like in some European countries, legalizing it would not only lead to a massive initial interest in it-- which would lead to increased health care costs (don't front; it damages respiratory systems and impairs judgment) and decrease labor quality-- and all those drug dealers who sold weed would need to find something else to do, and my guess is it wouldn't be a legit job--","it's generally regarded as a gateway drug (one that leads to other, more dangerous drug use)",is generally considered a gateway drug,Why is marijuana illegal?!?:,1
526_base_model_377,"god aint flipppin real, so get over it u dumb belivers of god",flipppin,supported,Christianity or atheism:,1
762_base_model_547,F**k zoos.,F**k zoos,I strongly dislike zoos,Should zoo's be made illegal?   stance: yes:,1
1535_base_model_1143,I see nothing wrong with the spikes if they are doing it to protect their customer base.,if they are doing it to protect their customer base,if they are installed to protect their customer base,"Cmv: i have no ethical issue with so called ""anti homeless spikes"":",1
1305_base_model_1014,ndians has always been powerful why r u forgeting about its ancient glory history,ancient glory history,ancient glory and history,India has the potential to lead the world:,1
735_base_model_517,And there is no legal system which is perfect!,i,There is no,"All rise! i would never honor any earthly man, especially the crooked, hacks that we have as judges.?:",1
1085_base_model_813,I enjoyed his briefing today.,enjoyed,appreciated,Is obama a good president?   stance: no! get him out of office.:,1
1462_base_model_1093,"If god loves everyone then y does he hate gays and the bible is just a book, have you ever wondered that the one cardinal who translated it changed some things to make ""god"" look good",y,",",Christianity or atheism:,1
0_base_model_1,students should wear what they like and feel free about their clothes,students should wear what they like,Students should be allowed to wear what they like,Is the school uniform a good or bad idea:,1
1085_base_model_816,"It is clear that he understands that he is taking hits by being compared to Bush's Katrina as far as this oil spill goes and understands the Sestak issue will have to be dealt with, whereas before, I don't think he or anyone else took it very seriously.","whereas before, I don't think he or anyone else took it very seriously",which he now acknowledges as serious concerns,Is obama a good president?   stance: no! get him out of office.:,1
1025_base_model_773,Wake up guys!,Wake up guys!,Let's wake up and have a rational discussion.,Do you think that the govenment should have the right to tell us what we can put into our bodies like marijuna:,1
857_base_model_596,People should stop being so against it.,People should stop being so against it,People should reconsider their opposition to it,Gay marriage right or wrong:,1
1592_base_model_1168,"And the big bang is a red herring, we are talking about evolution, NOT Cosmology.","And the big bang is a red herring, we are talking about evolution, NOT Cosmology.",The big bang is a separate topic from evolution.,Evolution vs creation:,1
1137_base_model_870,Not in 2000?,Not in 2000,"Not in 2000, presumably?",Evolution vs creation:,1
1695_base_model_1254,"I understand as a union guy that our dues are paltry, and the teamsters and other unions supply a comparatively tiny amount of money to politicians as opposed to corporations.",I understand as a union guy,As a union member,"Cmv: i believe unions should be able to use pacs and super pacs during election season, but corporations shouldn't.:",1
1611_base_model_1187,"if you gays would stop calling attention to yourselves, nobody would really care what you do.",would stop calling attention to yourselves,stopped drawing attention to their lives,Gay marriage right or wrong:,1
1997_base_model_1416,"Literally EVERY SINGLE choice you make, even subcobscious ones come together to create your destiny so the choices you do make as an adult are a product of how the world treats you as a child and the seemingly meaningless mundane choices we make decide through butterfly effect more than the ones that seem meaningful anyway.",and the seemingly meaningless mundane choices we make decide through butterfly effect more than the ones that seem meaningful anyway,"and the cumulative effect of mundane choices, rather than the ones that seem meaningful",Cmv: a person becomes homeless because they live in a society that creates homelessness and not because of anything intrinsic to that person:,1
873_base_model_610,And hunting rifles against machine guns isn't an even matchup.,And hunting rifles against machine guns isn't an even matchup,Hunting rifles are generally not a match for machine guns,Gun control?:,1
1716_base_model_1273,Sounds silly to rant about this.,Sounds silly to rant about this,This rant seems unnecessary,"Business review: 1.0 stars
business name: mandalay bay resort & casino. city: las vegas. categories: resorts, arts & entertainment, restaurants, hotels, hotels & travel, event planning & services, casinos:",1
709_base_model_498,"To answer your question and to refute the genius who compared captial punishment to abortion: The fact is, yes, there have been far too many instances where people have been put to death then later found innocent.",genius,argument,Should capital punishment be allowed?:,1
371_base_model_248,what about wonderful people who do great things for the world and are atheists.,wonderful people who do great things for the world and are atheists.,who do great things for the world and are atheists,Christianity or atheism:,1
1024_base_model_762,At least they happen to be the paper that the Bush Admin. is targeting.,At least they happen to be the paper that the Bush Admin. is targeting.,The New York Times is the paper that the Bush Administration is targeting.,Will someone from the washington post go to jail for treason?:,1
1150_base_model_897,I think it's actually an opinion because that kind of father is still lousy because he'll tell you that he hates you and I ruined his life.,that kind of father is still lousy because,a father who is still lousy because,Is it better to have a lousy father or to be fatherless:,1
415_base_model_274,"Up here in New England (and I'm sure everywhere else), we have a lot of drivers that go for miles with their blinker on.",that go for miles with their blinker on,often leave their turn signal on for miles,If there is an accident at a stop light because one driver makes a right turn against the light and the other?:,1
915_base_model_651,"But people free to their whims and desires are malicious, myopic, primitive, subject to vices, cannot be trusted, and must be kept in line, to a certain extent.","malicious, myopic, primitive, subject to vices, cannot be trusted, and must be kept in line, to a certain extent.","malicious, myopic, and prone to vices, and therefore cannot be trusted, and need to be kept in check, to some extent.",Laissez faire ?   stance: no:,1
1089_base_model_836,"Unless Im missing something Heaven, and Earth are still in existance, and not all the prophetic events listed in the Scriptures have happend.","Heaven, and Earth are still in existance",heaven and earth still exist,Is the law (torah) of god (yhwh) for today?   stance: that the law (torah) of god (yhwh) has not passed away and is for everyone who has their allegiance:,1
888_base_model_632,The prisoners behind bars have it so good any more that prison is no deterrent to crime at all.,that prison is no deterrent to crime at all,making prison an ineffective deterrent to crime,Do prisions create a criminal personality?:,1
2064_base_model_1448,Who says that God didn't cause the Big Bang or evolution to occur?,Who says that God didn't cause the Big Bang or evolution to occur?,Some people might believe that God caused the Big Bang or the process of evolution to occur.,Evolution vs creation:,1
428_base_model_290,Instruments have such wild limitations compared To a normal composition programs that I think they're obsolete in the modern musical world.,have such wild limitations,have significant limitations,Cmv: instruments are stupid and obsolete:,1
306_base_model_217,"I think if the government wanted him dead, they would have offed him WAY before when he was actually inventing things which could possibly be related to weapons.",the government wanted him dead,If the government wanted him dead,What killed nikola tesla   stance: natural causes:,1
60_base_model_46,surely INDIA WILL BECOME POTENTIAL TO LEAD THE WORLD other-than any country!!!!!!!!!!!!,surely INDIA WILL BECOME,India has the potential to lead the world,India has the potential to lead the world:,1
66_base_model_60,"I am Pro-Life, Here is a question for anyone who is Pro-Choice: Is the baby in the mother's stomach living and if not how do you know?",Pro-Life,pro-life,Pro choice vs pro life:,1
513_base_model_358,I wouldn't care if I grew up and had lousy father even if he has no job or life and maybe even an alcohlic.,I wouldn't care,"I wouldn't care is a strong statement, consider a more nuanced tone",Is it better to have a lousy father or to be fatherless:,1
1853_base_model_1319,Welfare reduces incentives for the lower class to move up because it makes them be content where they are.,for the lower class to move up,to improve their economic situation,Welfare: best system   stance: no welfare!:,1
915_base_model_654,"Note that I am not advocating socialism, just controlled capitalism.","Note that I am not advocating socialism, just controlled capitalism.",Note that I am advocating for a form of controlled capitalism.,Laissez faire ?   stance: no:,1
1086_base_model_827,"Many persons can testify of seeing men and women using chairs, bats etc as weapons which means that they are harmed!",etc,and bats,Should we ban wrestling?   stance: ban it:,1
1587_base_model_1158,"YES, because some children don't understand anything expect physical education especially rich children of rich parents.","YES,","Yes,",Should physical education be mandatory in schools:,1
1314_base_model_1020,For a ideology to be better than any human must really piss off those that fall way short of it.,For a ideology,A good ideology,Christianity or atheism:,1
153_base_model_112,Since this place is close to where i live and it showed good yelp ratings i figured i would give it a try.,this place is close to where i live,its proximity to my location,"Business review: 2.0 stars
business name: agincourt bakery. city: scarborough. categories: event planning & services, delis, caterers, italian, bakeries, food, restaurants:",1
891_base_model_637,"Why, gay man here, can be fired for being gay at any job in the country, can't have a civil union with my partner of 9 years, no domestic partnet rights, hell if it were up to some I would be better of on some deserted island with like kind........not free for me.......but still grateful to be an american and for those fighting for what rights i do have",hell if it were up to some I would be better of on some deserted island with like kind........,I would be better off on a deserted island with people like me,Why is our government lying to us?:,1
845_base_model_591,Humans have been raised for thousands of years with not near as much resentment towards spanking and today's kids are the unruliest there are...,there are,are often,Human growth and development should parents use spanking as an option to discipline:,1
1611_base_model_1188,"if you gays would stop calling attention to yourselves, nobody would really care what you do.",nobody would really care what you do.,"they might not be as visible, and people might not care as much about their rights.",Gay marriage right or wrong:,1
1107_base_model_845,Who knows maybe in the future that India could fail to lead us.,Who knows maybe,It's possible that,India has the potential to lead the world:,1
1029_base_model_783,i don't know where you're getting the idea they make tons of money from putting kids in foster care.,they make tons of money,make a lot of money,Do you feel that child protective services are doing there job protecting children.?:,1
416_base_model_280,Their lawyers will eat your lunch and not even leave you a Twinkie!,Their lawyers will eat your lunch and not even leave you a Twinkie,"Their lawyers may try to take advantage of you, but a disclaimer on your site is still a good idea.",Where can i find some lawyer's free consultation online especially on the matter of copyrights and trademark?:,1
1241_base_model_964,Advertising reminds us of all the things we do not have and makes us feel inferior for not having them.,reminds us of all the things we do not have,reminds us of things we lack,Jack thompson   stance: do you think that jack thompson is right. that video games are the reason more and more young people:,1
1203_base_model_930,Drug use in general is psychological thing... there are studies that suggest people who use drugs are self medicating for some other diagnosable mental illness....,Drug use in general is psychological thing...,"Drug use is often a psychological issue, and research suggests that people who use drugs may be self-medicating for underlying mental health conditions.",What do you think of a person with a drug habbit ?:,1
2064_base_model_1445,Why not both?,Why not both?,The question is whether both evolution and creation are possible.,Evolution vs creation:,1
940_base_model_688,Big Mistake.,Big Mistake.,This was a disappointing experience.,"Business review: 2.0 stars
business name: carpe diem restaurant & caterers. city: charlotte. categories: american (new), nightlife, vegetarian, bars, american (traditional), lounges, event planning & services, venues & event spaces, caterers, restaurants:",1
788_base_model_570,"BTW, IE blows when making pages and trying to get things to look right.",IE blows,has difficulty,Firefox vs internet explorer:,1
505_base_model_357,"times a week, we use porn to spice things up in the bedroom but we know it's all fantasy, we're not idiots, we just have desires that need to be met!","we use porn to spice things up in the bedroom but we know it's all fantasy, we're not idiots, we just have desires that need to be met!","We use porn to spice things up in the bedroom, and we're aware that it's all fantasy, so we're not using it as a substitute for our relationship.",Is porn wrong:,1
